Site,Date,Parameter,DL,RDC,ResultRaw,ResultCalc,ResultCalcLog
TL,2015-04-08,ph,NA,DET,7.3,7.3,1.987874348
TL,2015-04-08,nitrogen_dissolved,NA,DET,0.8,0.8,-0.223143551
TL,2015-04-08,nitrogen_total,NA,DET,0.95,0.95,-0.051293294
TL,2015-04-08,organic_carbon_dissolved,NA,DET,18.8,18.8,2.93385687
TL,2015-04-08,organic_carbon_total,NA,DET,20.9,20.9,3.039749159
TL,2015-04-08,phosphorus_dissolved,NA,DET,0.003,0.003,-5.80914299
TL,2015-04-08,phosphorus_total,NA,DET,0.02,0.02,-3.912023005
TL,2015-04-08,alkalinity_total,NA,DET,224,224,5.411646052
TL,2015-04-08,specific_conductance,NA,DET,475,475,6.163314804
TL,2015-04-08,total_dissolved_solids,NA,DET,310,310,5.736572297
TL,2015-04-08,total_suspended_solids,NA,DET,13,13,2.564949357
TL,2015-04-08,calcium,NA,DET,77.9,77.9,4.355425953
TL,2015-04-08,chloride,NA,DET,4,4,1.386294361
TL,2015-04-08,fluoride,NA,DET,0.1,0.1,-2.302585093
TL,2015-04-08,magnesium,NA,DET,15,15,2.708050201
TL,2015-04-08,nitrate,NA,DET,0.2,0.2,-1.609437912
TL,2015-04-08,nitrite,0.01,BDL,0.01,0.005,-5.298317367
TL,2015-04-08,potassium,NA,DET,1,1,0
TL,2015-04-08,sodium,NA,DET,11.1,11.1,2.406945108
TL,2015-04-08,sulfate,NA,DET,33,33,3.496507561
TL,2015-04-08,aluminum_dissolved,NA,DET,2.7,2.7,0.993251773
TL,2015-04-08,antimony_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2015-04-08,arsenic_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2015-04-08,barium_dissolved,NA,DET,59.9,59.9,4.092676505
TL,2015-04-08,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
TL,2015-04-08,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,chromium_dissolved,NA,DET,1,1,0
TL,2015-04-08,cobalt_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2015-04-08,copper_dissolved,NA,DET,0.7,0.7,-0.356674944
TL,2015-04-08,iron_dissolved,NA,DET,67,67,4.204692619
TL,2015-04-08,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,lithium_dissolved,NA,DET,7.3,7.3,1.987874348
TL,2015-04-08,manganese_dissolved,NA,DET,74.5,74.5,4.310799125
TL,2015-04-08,molybdenum_dissolved,NA,DET,0.07,0.07,-2.659260037
TL,2015-04-08,nickel_dissolved,NA,DET,2.1,2.1,0.741937345
TL,2015-04-08,rubidium_dissolved,NA,DET,0.7,0.7,-0.356674944
TL,2015-04-08,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
TL,2015-04-08,silver_dissolved,0.4,BDL,0.4,0.2,-1.609437912
TL,2015-04-08,strontium_dissolved,NA,DET,157,157,5.056245805
TL,2015-04-08,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,titanium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,uranium_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2015-04-08,vanadium_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2015-04-08,zinc_dissolved,NA,DET,4,4,1.386294361
TL,2015-04-08,aluminum_total,NA,DET,120,120,4.787491743
TL,2015-04-08,antimony_total,NA,DET,0.2,0.2,-1.609437912
TL,2015-04-08,arsenic_total,NA,DET,0.5,0.5,-0.693147181
TL,2015-04-08,barium_total,NA,DET,61.1,61.1,4.112511866
TL,2015-04-08,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2015-04-08,chromium_total,NA,DET,0.7,0.7,-0.356674944
TL,2015-04-08,cobalt_total,NA,DET,0.2,0.2,-1.609437912
TL,2015-04-08,copper_total,NA,DET,1.1,1.1,0.09531018
TL,2015-04-08,iron_total,NA,DET,499,499,6.212606096
TL,2015-04-08,lead_total,NA,DET,0.7,0.7,-0.356674944
TL,2015-04-08,lithium_total,NA,DET,8,8,2.079441542
TL,2015-04-08,manganese_total,NA,DET,75,75,4.317488114
TL,2015-04-08,molybdenum_total,NA,DET,0.5,0.5,-0.693147181
TL,2015-04-08,nickel_total,NA,DET,1.1,1.1,0.09531018
TL,2015-04-08,rubidium_total,NA,DET,0.9,0.9,-0.105360516
TL,2015-04-08,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
TL,2015-04-08,silver_total,NA,DET,0.2,0.2,-1.609437912
TL,2015-04-08,strontium_total,NA,DET,143,143,4.96284463
TL,2015-04-08,thallium_total,NA,DET,0.8,0.8,-0.223143551
TL,2015-04-08,titanium_total,NA,DET,4.5,4.5,1.504077397
TL,2015-04-08,uranium_total,NA,DET,0.4,0.4,-0.916290732
TL,2015-04-08,vanadium_total,NA,DET,0.5,0.5,-0.693147181
TL,2015-04-08,zinc_total,NA,DET,6.9,6.9,1.931521412
TL,2016-03-11,total_hardness,NA,DET,249,249,5.517452896
TL,2016-03-11,ph,NA,DET,7.35,7.35,1.994700313
TL,2016-03-11,ammonia,NA,DET,0.048,0.048,-3.036554268
TL,2016-03-11,nitrogen_dissolved,NA,DET,0.76,0.76,-0.274436846
TL,2016-03-11,nitrogen_total,NA,DET,0.76,0.76,-0.274436846
TL,2016-03-11,organic_carbon_dissolved,NA,DET,20.1,20.1,3.000719815
TL,2016-03-11,phosphorus_dissolved,NA,DET,0.004,0.004,-5.521460918
TL,2016-03-11,phosphorus_total,NA,DET,0.008,0.008,-4.828313737
TL,2016-03-11,alkalinity_total,NA,DET,208,208,5.33753808
TL,2016-03-11,specific_conductance,NA,DET,451,451,6.11146734
TL,2016-03-11,total_dissolved_solids,NA,DET,280,280,5.634789603
TL,2016-03-11,total_suspended_solids,3,BDL,3,1.5,0.405465108
TL,2016-03-11,calcium,NA,DET,76.1,76.1,4.332048265
TL,2016-03-11,chloride,NA,DET,3.4,3.4,1.223775432
TL,2016-03-11,fluoride,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,magnesium,NA,DET,14.4,14.4,2.667228207
TL,2016-03-11,nitrate,NA,DET,0.42,0.42,-0.867500568
TL,2016-03-11,nitrite,0.01,BDL,0.01,0.005,-5.298317367
TL,2016-03-11,potassium,NA,DET,0.9,0.9,-0.105360516
TL,2016-03-11,sodium,NA,DET,9.6,9.6,2.261763098
TL,2016-03-11,sulfate,NA,DET,32,32,3.465735903
TL,2016-03-11,chlorophyll_a,NA,DET,0.161,0.161,-1.826350914
TL,2016-03-11,aluminum_dissolved,NA,DET,2.7,2.7,0.993251773
TL,2016-03-11,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,arsenic_dissolved,NA,DET,0.3,0.3,-1.203972804
TL,2016-03-11,barium_dissolved,NA,DET,63.6,63.6,4.15261347
TL,2016-03-11,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
TL,2016-03-11,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,cobalt_dissolved,NA,DET,0.3,0.3,-1.203972804
TL,2016-03-11,copper_dissolved,NA,DET,0.7,0.7,-0.356674944
TL,2016-03-11,iron_dissolved,NA,DET,127,127,4.844187086
TL,2016-03-11,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,lithium_dissolved,NA,DET,6.9,6.9,1.931521412
TL,2016-03-11,manganese_dissolved,NA,DET,217,217,5.379897354
TL,2016-03-11,molybdenum_dissolved,NA,DET,0.6,0.6,-0.510825624
TL,2016-03-11,nickel_dissolved,NA,DET,0.9,0.9,-0.105360516
TL,2016-03-11,rubidium_dissolved,NA,DET,0.7,0.7,-0.356674944
TL,2016-03-11,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
TL,2016-03-11,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,strontium_dissolved,NA,DET,146,146,4.983606622
TL,2016-03-11,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,titanium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,uranium_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2016-03-11,vanadium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,zinc_dissolved,NA,DET,0.9,0.9,-0.105360516
TL,2016-03-11,aluminum_total,NA,DET,26.35,26.35,3.271468275
TL,2016-03-11,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,arsenic_total,NA,DET,0.4,0.4,-0.916290732
TL,2016-03-11,barium_total,NA,DET,63.45,63.45,4.150252194
TL,2016-03-11,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,chromium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,cobalt_total,NA,DET,0.3,0.3,-1.203972804
TL,2016-03-11,copper_total,NA,DET,0.55,0.55,-0.597837001
TL,2016-03-11,iron_total,NA,DET,511.5,511.5,6.237347585
TL,2016-03-11,lead_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,lithium_total,NA,DET,6.65,6.65,1.894616855
TL,2016-03-11,manganese_total,NA,DET,216.5,216.5,5.377590547
TL,2016-03-11,methylmercury_total,NA,DET,0.6,0.6,-0.510825624
TL,2016-03-11,molybdenum_total,NA,DET,0.9,0.9,-0.105360516
TL,2016-03-11,nickel_total,NA,DET,0.8,0.8,-0.223143551
TL,2016-03-11,rubidium_total,0.5,BDL,0.5,0.25,-1.386294361
TL,2016-03-11,selenium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,silver_total,NA,DET,145,145,4.976733742
TL,2016-03-11,strontium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-03-11,thallium_total,NA,DET,0.95,0.95,-0.051293294
TL,2016-03-11,titanium_total,NA,DET,0.4,0.4,-0.916290732
TL,2016-03-11,uranium_total,NA,DET,0.2,0.2,-1.609437912
TL,2016-03-11,vanadium_total,5,BDL,5,2.5,0.916290732
TL,2016-03-11,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,turbidity,NA,DET,3.22,3.22,1.16938136
TL,2016-04-27,total_hardness,NA,DET,195,195,5.272999559
TL,2016-04-27,ph,NA,DET,7.6,7.6,2.028148247
TL,2016-04-27,nitrogen_dissolved,NA,DET,0.86,0.86,-0.15082289
TL,2016-04-27,nitrogen_total,NA,DET,0.92,0.92,-0.083381609
TL,2016-04-27,organic_carbon_dissolved,NA,DET,20,20,2.995732274
TL,2016-04-27,organic_carbon_total,NA,DET,20.6,20.6,3.025291076
TL,2016-04-27,phosphorus_dissolved,NA,DET,0.007,0.007,-4.96184513
TL,2016-04-27,phosphorus_total,NA,DET,0.017,0.017,-4.074541935
TL,2016-04-27,alkalinity_total,NA,DET,157,157,5.056245805
TL,2016-04-27,specific_conductance,NA,DET,370,370,5.913503006
TL,2016-04-27,total_dissolved_solids,NA,DET,243,243,5.493061443
TL,2016-04-27,total_suspended_solids,NA,DET,8,8,2.079441542
TL,2016-04-27,calcium,NA,DET,53.9,53.9,3.987130478
TL,2016-04-27,chloride,NA,DET,3.5,3.5,1.252762968
TL,2016-04-27,fluoride,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,magnesium,NA,DET,14.6,14.6,2.681021529
TL,2016-04-27,nitrate,NA,DET,0.31,0.31,-1.171182982
TL,2016-04-27,nitrite,0.01,BDL,0.01,0.005,-5.298317367
TL,2016-04-27,potassium,NA,DET,0.8,0.8,-0.223143551
TL,2016-04-27,sodium,NA,DET,10,10,2.302585093
TL,2016-04-27,sulfate,NA,DET,36,36,3.583518938
TL,2016-04-27,chlorophyll_a,NA,DET,1.18,1.18,0.165514438
TL,2016-04-27,aluminum_dissolved,NA,DET,4.7,4.7,1.547562509
TL,2016-04-27,antimony_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-04-27,arsenic_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2016-04-27,barium_dissolved,NA,DET,43.8,43.8,3.779633817
TL,2016-04-27,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
TL,2016-04-27,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,cobalt_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-04-27,copper_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2016-04-27,iron_dissolved,NA,DET,42,42,3.737669618
TL,2016-04-27,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,lithium_dissolved,NA,DET,7.4,7.4,2.00148
TL,2016-04-27,manganese_dissolved,NA,DET,38.4,38.4,3.64805746
TL,2016-04-27,mercury_dissolved,0.01,BDL,0.01,0.005,-5.298317367
TL,2016-04-27,molybdenum_dissolved,NA,DET,0.7,0.7,-0.356674944
TL,2016-04-27,nickel_dissolved,NA,DET,0.8,0.8,-0.223143551
TL,2016-04-27,rubidium_dissolved,NA,DET,0.8,0.8,-0.223143551
TL,2016-04-27,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
TL,2016-04-27,silver_dissolved,0.5,BDL,0.5,0.25,-1.386294361
TL,2016-04-27,strontium_dissolved,NA,DET,111,111,4.709530201
TL,2016-04-27,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,titanium_dissolved,NA,DET,0.2,0.2,-1.609437912
TL,2016-04-27,uranium_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2016-04-27,vanadium_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-04-27,zinc_dissolved,NA,DET,17.5,17.5,2.862200881
TL,2016-04-27,aluminum_total,NA,DET,52.8,52.8,3.966511191
TL,2016-04-27,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,arsenic_total,NA,DET,0.4,0.4,-0.916290732
TL,2016-04-27,barium_total,NA,DET,45,45,3.80666249
TL,2016-04-27,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,chromium_total,NA,DET,0.2,0.2,-1.609437912
TL,2016-04-27,cobalt_total,NA,DET,0.1,0.1,-2.302585093
TL,2016-04-27,copper_total,NA,DET,0.4,0.4,-0.916290732
TL,2016-04-27,iron_total,NA,DET,334,334,5.811140993
TL,2016-04-27,lead_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,lithium_total,NA,DET,7.9,7.9,2.066862759
TL,2016-04-27,manganese_total,NA,DET,43.3,43.3,3.768152635
TL,2016-04-27,mercury_total,0.01,BDL,0.01,0.005,-5.298317367
TL,2016-04-27,molybdenum_total,NA,DET,0.8,0.8,-0.223143551
TL,2016-04-27,nickel_total,NA,DET,0.9,0.9,-0.105360516
TL,2016-04-27,rubidium_total,NA,DET,0.9,0.9,-0.105360516
TL,2016-04-27,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
TL,2016-04-27,silver_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,strontium_total,NA,DET,112,112,4.718498871
TL,2016-04-27,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-04-27,titanium_total,NA,DET,1.8,1.8,0.587786665
TL,2016-04-27,uranium_total,NA,DET,0.5,0.5,-0.693147181
TL,2016-04-27,vanadium_total,NA,DET,0.3,0.3,-1.203972804
TL,2016-04-27,zinc_total,NA,DET,22.9,22.9,3.131136911
TL,2016-06-14,total_hardness,NA,DET,114,114,4.736198448
TL,2016-06-14,ph,NA,DET,7.88,7.88,2.064327904
TL,2016-06-14,ammonia,0.005,BDL,0.005,0.0025,-5.991464547
TL,2016-06-14,nitrogen_dissolved,NA,DET,0.55,0.55,-0.597837001
TL,2016-06-14,nitrogen_total,NA,DET,0.57,0.57,-0.562118918
TL,2016-06-14,organic_carbon_dissolved,NA,DET,18.8,18.8,2.93385687
TL,2016-06-14,phosphorus_dissolved,0.002,BDL,0.002,0.001,-6.907755279
TL,2016-06-14,phosphorus_total,NA,DET,0.008,0.008,-4.828313737
TL,2016-06-14,alkalinity_total,NA,DET,89,89,4.48863637
TL,2016-06-14,specific_conductance,NA,DET,198,198,5.288267031
TL,2016-06-14,total_dissolved_solids,NA,DET,125,125,4.828313737
TL,2016-06-14,total_suspended_solids,NA,DET,6,6,1.791759469
TL,2016-06-14,calcium,NA,DET,34.2,34.2,3.532225644
TL,2016-06-14,chloride,0.7,BDL,0.7,0.35,-1.049822124
TL,2016-06-14,fluoride,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,magnesium,NA,DET,7,7,1.945910149
TL,2016-06-14,nitrate,NA,DET,0.1,0.1,-2.302585093
TL,2016-06-14,nitrite,0.01,BDL,0.01,0.005,-5.298317367
TL,2016-06-14,potassium,NA,DET,0.3,0.3,-1.203972804
TL,2016-06-14,sodium,NA,DET,3.5,3.5,1.252762968
TL,2016-06-14,sulfate,NA,DET,18,18,2.890371758
TL,2016-06-14,chlorophyll_a,NA,DET,0.5,0.5,-0.693147181
TL,2016-06-14,aluminum_dissolved,NA,DET,4.9,4.9,1.589235205
TL,2016-06-14,antimony_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-06-14,arsenic_dissolved,NA,DET,0.3,0.3,-1.203972804
TL,2016-06-14,barium_dissolved,NA,DET,29.3,29.3,3.377587516
TL,2016-06-14,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
TL,2016-06-14,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,copper_dissolved,0.2,BDL,0.2,0.1,-2.302585093
TL,2016-06-14,iron_dissolved,NA,DET,62,62,4.127134385
TL,2016-06-14,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,lithium_dissolved,NA,DET,3.6,3.6,1.280933845
TL,2016-06-14,manganese_dissolved,NA,DET,1.9,1.9,0.641853886
TL,2016-06-14,molybdenum_dissolved,NA,DET,0.3,0.3,-1.203972804
TL,2016-06-14,nickel_dissolved,NA,DET,0.5,0.5,-0.693147181
TL,2016-06-14,rubidium_dissolved,NA,DET,0.4,0.4,-0.916290732
TL,2016-06-14,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
TL,2016-06-14,silver_dissolved,0.6,BDL,0.6,0.3,-1.203972804
TL,2016-06-14,strontium_dissolved,NA,DET,66,66,4.189654742
TL,2016-06-14,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,titanium_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-06-14,uranium_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-06-14,vanadium_dissolved,NA,DET,0.1,0.1,-2.302585093
TL,2016-06-14,zinc_dissolved,0.4,BDL,0.4,0.2,-1.609437912
TL,2016-06-14,aluminum_total,NA,DET,149,149,5.003946306
TL,2016-06-14,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,arsenic_total,NA,DET,0.4,0.4,-0.916290732
TL,2016-06-14,barium_total,NA,DET,31.1,31.1,3.437207819
TL,2016-06-14,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,chromium_total,NA,DET,0.2,0.2,-1.609437912
TL,2016-06-14,cobalt_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,copper_total,NA,DET,0.3,0.3,-1.203972804
TL,2016-06-14,iron_total,NA,DET,247,247,5.509388337
TL,2016-06-14,lead_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,lithium_total,NA,DET,3.2,3.2,1.16315081
TL,2016-06-14,manganese_total,NA,DET,16.6,16.6,2.809402695
TL,2016-06-14,molybdenum_total,NA,DET,0.4,0.4,-0.916290732
TL,2016-06-14,nickel_total,NA,DET,0.6,0.6,-0.510825624
TL,2016-06-14,rubidium_total,NA,DET,0.7,0.7,-0.356674944
TL,2016-06-14,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
TL,2016-06-14,silver_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,strontium_total,NA,DET,65.5,65.5,4.182050143
TL,2016-06-14,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
TL,2016-06-14,titanium_total,NA,DET,3.9,3.9,1.360976553
TL,2016-06-14,uranium_total,NA,DET,0.1,0.1,-2.302585093
TL,2016-06-14,vanadium_total,NA,DET,0.5,0.5,-0.693147181
TL,2016-06-14,zinc_total,5,BDL,5,2.5,0.916290732
TL,2016-10-14,total_hardness,NA,DET,141,141,4.94875989
TL,2016-10-14,ph,NA,DET,8.24,8.24,2.109000344
TL,2016-10-14,ammonia,0.005,BDL,0.005,0.0025,-5.991464547
TL,2016-10-14,nitrogen_dissolved,NA,DET,0.58,0.58,-0.544727175
TL,2016-10-14,nitrogen_total,NA,DET,0.58,0.58,-0.544727175
