Site,Date,Parameter,DL,RDC,ResultRaw,ResultCalc,ResultCalcLog
WC,2015-04-08,strontium_total,NA,DET,144,144,4.9698133
WC,2015-04-08,thallium_total,NA,DET,0.3,0.3,-1.203972804
WC,2015-04-08,titanium_total,NA,DET,0.9,0.9,-0.105360516
WC,2015-04-08,uranium_total,NA,DET,0.7,0.7,-0.356674944
WC,2015-04-08,vanadium_total,NA,DET,0.2,0.2,-1.609437912
WC,2015-04-08,zinc_total,NA,DET,60.3,60.3,4.099332104
WC,2016-03-11,total_hardness,NA,DET,235,235,5.459585514
WC,2016-03-11,ph,NA,DET,7.79,7.79,2.05284086
WC,2016-03-11,ammonia,NA,DET,0.039,0.039,-3.244193633
WC,2016-03-11,nitrogen_dissolved,NA,DET,0.51,0.51,-0.673344553
WC,2016-03-11,nitrogen_total,NA,DET,0.51,0.51,-0.673344553
WC,2016-03-11,organic_carbon_dissolved,NA,DET,12.4,12.4,2.517696473
WC,2016-03-11,phosphorus_dissolved,0.002,BDL,0.002,0.001,-6.907755279
WC,2016-03-11,phosphorus_total,NA,DET,0.008,0.008,-4.828313737
WC,2016-03-11,alkalinity_total,NA,DET,218,218,5.384495063
WC,2016-03-11,specific_conductance,NA,DET,448,448,6.104793232
WC,2016-03-11,total_dissolved_solids,NA,DET,260,260,5.560681631
WC,2016-03-11,total_suspended_solids,NA,DET,3,3,1.098612289
WC,2016-03-11,calcium,NA,DET,68.8,68.8,4.231203745
WC,2016-03-11,chloride,NA,DET,4.9,4.9,1.589235205
WC,2016-03-11,fluoride,NA,DET,0.1,0.1,-2.302585093
WC,2016-03-11,magnesium,NA,DET,15.3,15.3,2.727852828
WC,2016-03-11,nitrate,NA,DET,0.42,0.42,-0.867500568
WC,2016-03-11,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2016-03-11,potassium,NA,DET,1,1,0
WC,2016-03-11,sodium,NA,DET,10.5,10.5,2.351375257
WC,2016-03-11,sulfate,NA,DET,22,22,3.091042453
WC,2016-03-11,chlorophyll_a,NA,DET,0.081,0.081,-2.513306124
WC,2016-03-11,aluminum_dissolved,NA,DET,3.6,3.6,1.280933845
WC,2016-03-11,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,arsenic_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2016-03-11,barium_dissolved,NA,DET,143,143,4.96284463
WC,2016-03-11,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2016-03-11,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,copper_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2016-03-11,iron_dissolved,NA,DET,12,12,2.48490665
WC,2016-03-11,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,lithium_dissolved,NA,DET,6.8,6.8,1.916922612
WC,2016-03-11,manganese_dissolved,NA,DET,11,11,2.397895273
WC,2016-03-11,molybdenum_dissolved,NA,DET,0.9,0.9,-0.105360516
WC,2016-03-11,nickel_dissolved,NA,DET,0.8,0.8,-0.223143551
WC,2016-03-11,rubidium_dissolved,NA,DET,0.6,0.6,-0.510825624
WC,2016-03-11,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2016-03-11,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,strontium_dissolved,NA,DET,130,130,4.86753445
WC,2016-03-11,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,titanium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,uranium_dissolved,NA,DET,0.7,0.7,-0.356674944
WC,2016-03-11,vanadium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,zinc_dissolved,NA,DET,0.6,0.6,-0.510825624
WC,2016-03-11,aluminum_total,NA,DET,51.7,51.7,3.945457782
WC,2016-03-11,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,arsenic_total,NA,DET,0.4,0.4,-0.916290732
WC,2016-03-11,barium_total,NA,DET,156,156,5.049856007
WC,2016-03-11,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,chromium_total,NA,DET,0.1,0.1,-2.302585093
WC,2016-03-11,cobalt_total,NA,DET,0.1,0.1,-2.302585093
WC,2016-03-11,copper_total,NA,DET,0.5,0.5,-0.693147181
WC,2016-03-11,iron_total,NA,DET,896,896,6.797940413
WC,2016-03-11,lead_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,lithium_total,NA,DET,7.1,7.1,1.960094784
WC,2016-03-11,manganese_total,NA,DET,23.4,23.4,3.152736022
WC,2016-03-11,methylmercury_total,NA,DET,1,1,0
WC,2016-03-11,molybdenum_total,NA,DET,0.9,0.9,-0.105360516
WC,2016-03-11,nickel_total,NA,DET,0.7,0.7,-0.356674944
WC,2016-03-11,rubidium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2016-03-11,selenium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,silver_total,NA,DET,138,138,4.927253685
WC,2016-03-11,strontium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-03-11,thallium_total,NA,DET,1.1,1.1,0.09531018
WC,2016-03-11,titanium_total,NA,DET,0.7,0.7,-0.356674944
WC,2016-03-11,uranium_total,NA,DET,0.3,0.3,-1.203972804
WC,2016-03-11,vanadium_total,5,BDL,5,2.5,0.916290732
WC,2016-04-27,turbidity,NA,DET,4.47,4.47,1.497388409
WC,2016-04-27,total_hardness,NA,DET,81.6,81.6,4.401829262
WC,2016-04-27,ph,NA,DET,7.68,7.68,2.038619547
WC,2016-04-27,nitrogen_dissolved,NA,DET,0.37,0.37,-0.994252273
WC,2016-04-27,nitrogen_total,NA,DET,0.45,0.45,-0.798507696
WC,2016-04-27,organic_carbon_dissolved,NA,DET,6.6,6.6,1.887069649
WC,2016-04-27,organic_carbon_total,NA,DET,7.1,7.1,1.960094784
WC,2016-04-27,phosphorus_dissolved,NA,DET,0.012,0.012,-4.422848629
WC,2016-04-27,phosphorus_total,NA,DET,0.046,0.046,-3.079113882
WC,2016-04-27,alkalinity_total,NA,DET,74.6,74.6,4.312140507
WC,2016-04-27,specific_conductance,NA,DET,177,177,5.176149733
WC,2016-04-27,total_dissolved_solids,NA,DET,108,108,4.682131227
WC,2016-04-27,total_suspended_solids,NA,DET,5,5,1.609437912
WC,2016-04-27,calcium,NA,DET,23.6,23.6,3.161246712
WC,2016-04-27,chloride,NA,DET,3.1,3.1,1.131402111
WC,2016-04-27,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,magnesium,NA,DET,5.5,5.5,1.704748092
WC,2016-04-27,nitrate,NA,DET,0.12,0.12,-2.120263536
WC,2016-04-27,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2016-04-27,potassium,NA,DET,1.5,1.5,0.405465108
WC,2016-04-27,sodium,NA,DET,5.1,5.1,1.62924054
WC,2016-04-27,sulfate,NA,DET,10,10,2.302585093
WC,2016-04-27,chlorophyll_a,NA,DET,0.91,0.91,-0.094310679
WC,2016-04-27,aluminum_dissolved,NA,DET,2.1,2.1,0.741937345
WC,2016-04-27,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,arsenic_dissolved,0.2,BDL,0.2,0.1,-2.302585093
WC,2016-04-27,barium_dissolved,NA,DET,52.9,52.9,3.968403339
WC,2016-04-27,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2016-04-27,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,copper_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2016-04-27,iron_dissolved,NA,DET,128,128,4.852030264
WC,2016-04-27,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,lithium_dissolved,NA,DET,3.3,3.3,1.193922468
WC,2016-04-27,manganese_dissolved,NA,DET,67.3,67.3,4.209160237
WC,2016-04-27,mercury_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2016-04-27,molybdenum_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2016-04-27,nickel_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2016-04-27,rubidium_dissolved,NA,DET,3.2,3.2,1.16315081
WC,2016-04-27,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2016-04-27,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,strontium_dissolved,NA,DET,52.7,52.7,3.964615456
WC,2016-04-27,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,titanium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,uranium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2016-04-27,vanadium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,zinc_dissolved,NA,DET,1.1,1.1,0.09531018
WC,2016-04-27,aluminum_total,NA,DET,47.9,47.9,3.869115504
WC,2016-04-27,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,arsenic_total,NA,DET,0.3,0.3,-1.203972804
WC,2016-04-27,barium_total,NA,DET,56.1,56.1,4.027135813
WC,2016-04-27,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,chromium_total,NA,DET,0.3,0.3,-1.203972804
WC,2016-04-27,cobalt_total,NA,DET,0.1,0.1,-2.302585093
WC,2016-04-27,copper_total,NA,DET,0.3,0.3,-1.203972804
WC,2016-04-27,iron_total,NA,DET,676,676,6.516193076
WC,2016-04-27,lead_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,lithium_total,NA,DET,3.2,3.2,1.16315081
WC,2016-04-27,manganese_total,NA,DET,73.4,73.4,4.295923936
WC,2016-04-27,mercury_total,0.01,BDL,0.01,0.005,-5.298317367
WC,2016-04-27,molybdenum_total,NA,DET,0.5,0.5,-0.693147181
WC,2016-04-27,nickel_total,NA,DET,0.5,0.5,-0.693147181
WC,2016-04-27,rubidium_total,NA,DET,3.4,3.4,1.223775432
WC,2016-04-27,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2016-04-27,silver_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,strontium_total,NA,DET,53.6,53.6,3.981549068
WC,2016-04-27,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-04-27,titanium_total,NA,DET,1,1,0
WC,2016-04-27,uranium_total,NA,DET,0.2,0.2,-1.609437912
WC,2016-04-27,vanadium_total,NA,DET,0.2,0.2,-1.609437912
WC,2016-04-27,zinc_total,5,BDL,5,2.5,0.916290732
WC,2016-06-13,total_hardness,NA,DET,117,117,4.762173935
WC,2016-06-13,ph,NA,DET,7.82,7.82,2.056684555
WC,2016-06-13,ammonia,0.005,BDL,0.005,0.0025,-5.991464547
WC,2016-06-13,nitrogen_dissolved,NA,DET,0.44,0.44,-0.820980552
WC,2016-06-13,nitrogen_total,NA,DET,0.46,0.46,-0.776528789
WC,2016-06-13,organic_carbon_dissolved,NA,DET,16.1,16.1,2.778819272
WC,2016-06-13,phosphorus_dissolved,0.002,BDL,0.002,0.001,-6.907755279
WC,2016-06-13,phosphorus_total,NA,DET,0.011,0.011,-4.509860006
WC,2016-06-13,alkalinity_total,NA,DET,89.5,89.5,4.494238625
WC,2016-06-13,specific_conductance,NA,DET,218,218,5.384495063
WC,2016-06-13,total_dissolved_solids,NA,DET,134,134,4.8978398
WC,2016-06-13,total_suspended_solids,NA,DET,9,9,2.197224577
WC,2016-06-13,calcium,NA,DET,33.4,33.4,3.5085559
WC,2016-06-13,chloride,NA,DET,1.6,1.6,0.470003629
WC,2016-06-13,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,magnesium,NA,DET,8.2,8.2,2.104134154
WC,2016-06-13,nitrate,NA,DET,0.11,0.11,-2.207274913
WC,2016-06-13,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2016-06-13,potassium,NA,DET,0.4,0.4,-0.916290732
WC,2016-06-13,sodium,NA,DET,6.7,6.7,1.902107526
WC,2016-06-13,sulfate,NA,DET,27,27,3.295836866
WC,2016-06-13,chlorophyll_a,NA,DET,0.5,0.5,-0.693147181
WC,2016-06-13,aluminum_dissolved,NA,DET,8.5,8.5,2.140066163
WC,2016-06-13,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,arsenic_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2016-06-13,barium_dissolved,NA,DET,50.3,50.3,3.918005077
WC,2016-06-13,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2016-06-13,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,copper_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2016-06-13,iron_dissolved,NA,DET,138,138,4.927253685
WC,2016-06-13,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,lithium_dissolved,NA,DET,5.1,5.1,1.62924054
WC,2016-06-13,manganese_dissolved,NA,DET,14.2,14.2,2.653241965
WC,2016-06-13,molybdenum_dissolved,NA,DET,0.6,0.6,-0.510825624
WC,2016-06-13,nickel_dissolved,NA,DET,1.1,1.1,0.09531018
WC,2016-06-13,rubidium_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2016-06-13,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2016-06-13,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,strontium_dissolved,NA,DET,67.8,67.8,4.216562195
WC,2016-06-13,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,titanium_dissolved,NA,DET,0.1,0.1,-2.302585093
WC,2016-06-13,uranium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2016-06-13,vanadium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2016-06-13,zinc_dissolved,0.4,BDL,0.4,0.2,-1.609437912
WC,2016-06-13,aluminum_total,NA,DET,288,288,5.66296048
WC,2016-06-13,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,arsenic_total,NA,DET,0.4,0.4,-0.916290732
WC,2016-06-13,barium_total,NA,DET,53,53,3.970291914
WC,2016-06-13,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,chromium_total,NA,DET,0.4,0.4,-0.916290732
WC,2016-06-13,cobalt_total,NA,DET,0.2,0.2,-1.609437912
WC,2016-06-13,copper_total,NA,DET,0.7,0.7,-0.356674944
WC,2016-06-13,iron_total,NA,DET,475,475,6.163314804
WC,2016-06-13,lead_total,NA,DET,0.1,0.1,-2.302585093
WC,2016-06-13,lithium_total,NA,DET,5.6,5.6,1.722766598
WC,2016-06-13,manganese_total,NA,DET,24.4,24.4,3.194583132
WC,2016-06-13,molybdenum_total,NA,DET,0.7,0.7,-0.356674944
WC,2016-06-13,nickel_total,NA,DET,1.2,1.2,0.182321557
WC,2016-06-13,rubidium_total,NA,DET,0.9,0.9,-0.105360516
WC,2016-06-13,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2016-06-13,silver_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,strontium_total,NA,DET,67.6,67.6,4.213607983
WC,2016-06-13,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-06-13,titanium_total,NA,DET,8.1,8.1,2.091864062
WC,2016-06-13,uranium_total,NA,DET,0.3,0.3,-1.203972804
WC,2016-06-13,vanadium_total,NA,DET,1,1,0
WC,2016-06-13,zinc_total,5,BDL,5,2.5,0.916290732
WC,2016-10-14,total_hardness,NA,DET,1580,1580,7.365180126
WC,2016-10-14,ph,NA,DET,8.25,8.25,2.1102132
WC,2016-10-14,ammonia,NA,DET,0.018,0.018,-4.017383521
WC,2016-10-14,nitrogen_dissolved,NA,DET,0.46,0.46,-0.776528789
WC,2016-10-14,nitrogen_total,NA,DET,0.48,0.48,-0.733969175
WC,2016-10-14,organic_carbon_dissolved,NA,DET,15.4,15.4,2.734367509
WC,2016-10-14,phosphorus_dissolved,NA,DET,0.005,0.005,-5.298317367
WC,2016-10-14,phosphorus_total,NA,DET,0.012,0.012,-4.422848629
WC,2016-10-14,alkalinity_total,NA,DET,131,131,4.875197323
WC,2016-10-14,specific_conductance,NA,DET,296,296,5.690359454
WC,2016-10-14,total_dissolved_solids,NA,DET,181,181,5.198497031
WC,2016-10-14,total_suspended_solids,NA,DET,3,3,1.098612289
WC,2016-10-14,calcium,NA,DET,44.5,44.5,3.795489189
WC,2016-10-14,chloride,NA,DET,3.8,3.8,1.335001067
WC,2016-10-14,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,magnesium,NA,DET,10.1,10.1,2.312535424
WC,2016-10-14,nitrate,NA,DET,0.22,0.22,-1.514127733
WC,2016-10-14,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2016-10-14,potassium,NA,DET,0.7,0.7,-0.356674944
WC,2016-10-14,sodium,NA,DET,8.7,8.7,2.163323026
WC,2016-10-14,sulfate,NA,DET,28,28,3.33220451
WC,2016-10-14,aluminum_dissolved,NA,DET,7,7,1.945910149
WC,2016-10-14,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,arsenic_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2016-10-14,barium_dissolved,NA,DET,57.6,57.6,4.053522568
WC,2016-10-14,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2016-10-14,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,cobalt_dissolved,NA,DET,0.1,0.1,-2.302585093
WC,2016-10-14,copper_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2016-10-14,iron_dissolved,NA,DET,424,424,6.049733455
WC,2016-10-14,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,lithium_dissolved,NA,DET,6.3,6.3,1.840549633
WC,2016-10-14,manganese_dissolved,NA,DET,29.8,29.8,3.394508394
WC,2016-10-14,molybdenum_dissolved,NA,DET,0.6,0.6,-0.510825624
WC,2016-10-14,nickel_dissolved,NA,DET,1,1,0
WC,2016-10-14,rubidium_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2016-10-14,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2016-10-14,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,strontium_dissolved,NA,DET,90.3,90.3,4.50313746
WC,2016-10-14,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,titanium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2016-10-14,uranium_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2016-10-14,vanadium_dissolved,NA,DET,0.1,0.1,-2.302585093
WC,2016-10-14,zinc_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2016-10-14,aluminum_total,NA,DET,34.3,34.3,3.535145354
WC,2016-10-14,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,arsenic_total,NA,DET,0.4,0.4,-0.916290732
WC,2016-10-14,barium_total,NA,DET,58.8,58.8,4.074141855
WC,2016-10-14,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,chromium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,cobalt_total,NA,DET,0.1,0.1,-2.302585093
WC,2016-10-14,copper_total,NA,DET,0.3,0.3,-1.203972804
WC,2016-10-14,iron_total,NA,DET,674,674,6.513230111
WC,2016-10-14,lead_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,lithium_total,NA,DET,6.2,6.2,1.824549292
WC,2016-10-14,manganese_total,NA,DET,32.3,32.3,3.47506723
WC,2016-10-14,molybdenum_total,NA,DET,0.5,0.5,-0.693147181
WC,2016-10-14,nickel_total,NA,DET,1,1,0
WC,2016-10-14,rubidium_total,NA,DET,0.5,0.5,-0.693147181
WC,2016-10-14,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2016-10-14,silver_total,NA,DET,0.1,0.1,-2.302585093
WC,2016-10-14,strontium_total,NA,DET,90.8,90.8,4.508659286
WC,2016-10-14,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2016-10-14,titanium_total,NA,DET,1.1,1.1,0.09531018
WC,2016-10-14,uranium_total,NA,DET,0.4,0.4,-0.916290732
WC,2016-10-14,vanadium_total,NA,DET,0.2,0.2,-1.609437912
WC,2016-10-14,zinc_total,5,BDL,5,2.5,0.916290732